id,category
5054,math
5055,cs
5056,cs
5057,physics
5058,stat
5059,physics
5060,cs
5061,math
5062,math
5063,stat
5064,math
5065,physics
5066,cs
5067,stat
5068,stat
5069,math
5070,cs
5071,cs
5072,stat
5073,math
5074,physics
5075,math
5076,stat
5077,math
5078,cs
5079,stat
5080,math
5081,cs
5082,stat
5083,physics
5084,stat
5085,physics
5086,math
5087,cs
5088,stat
5089,math
5090,math
5091,physics
5092,cs
5093,cs
5094,physics
5095,physics
5096,math
5097,math
5098,cs
5099,math
5100,cs
5101,math
5102,math
5103,math
5104,physics
5105,math
5106,cs
5107,physics
5108,cs
5109,physics
5110,stat
5111,physics
5112,math
5113,math
5114,cs
5115,stat
5116,stat
5117,stat
5118,math
5119,physics
5120,physics
5121,math
5122,cs
5123,physics
5124,physics
5125,cs
5126,math
5127,cs
5128,physics
5129,cs
5130,cs
5131,math
5132,cs
5133,math
5134,physics
5135,cs
5136,physics
5137,physics
5138,cs
5139,cs
5140,cs
5141,physics
5142,stat
5143,physics
5144,physics
5145,physics
5146,math
5147,math
5148,math
5149,cs
5150,cs
5151,cs
5152,physics
5153,math
5154,physics
5155,math
5156,stat
5157,stat
5158,math
5159,math
5160,cs
5161,physics
5162,math
5163,physics
5164,cs
5165,physics
5166,math
5167,stat
5168,stat
5169,cs
5170,math
5171,cs
5172,stat
5173,physics
5174,physics
5175,cs
5176,physics
5177,math
5178,cs
5179,cs
5180,cs
5181,math
5182,math
5183,physics
5184,cs
5185,math
5186,cs
5187,math
5188,math
5189,physics
5190,physics
5191,physics
5192,math
5193,cs
5194,math
5195,physics
5196,physics
5197,physics
5198,cs
5199,physics
5200,physics
5201,math
5202,cs
5203,cs
5204,math
5205,math
5206,math
5207,math
5208,physics
5209,physics
5210,cs
5211,math
5212,cs
5213,cs
5214,math
5215,math
5216,physics
5217,physics
5218,cs
5219,math
5220,cs
5221,cs
5222,cs
5223,math
5224,physics
5225,math
5226,cs
5227,math
5228,cs
5229,cs
5230,physics
5231,math
5232,cs
5233,cs
5234,physics
5235,stat
5236,stat
5237,cs
5238,physics
5239,math
5240,physics
5241,cs
5242,math
5243,cs
5244,math
5245,physics
5246,cs
5247,stat
5248,math
5249,cs
5250,math
5251,cs
5252,physics
5253,cs
5254,cs
5255,cs
5256,stat
5257,cs
5258,cs
5259,math
5260,cs
5261,physics
5262,stat
5263,math
5264,math
5265,physics
5266,math
5267,physics
5268,stat
5269,stat
5270,cs
5271,physics
5272,stat
5273,cs
5274,math
5275,math
5276,cs
5277,math
5278,math
5279,cs
5280,stat
5281,stat
5282,math
5283,physics
5284,cs
5285,math
5286,math
5287,math
5288,cs
5289,cs
5290,cs
5291,physics
5292,cs
5293,stat
5294,cs
5295,cs
5296,physics
5297,stat
5298,math
5299,cs
5300,cs
5301,math
5302,physics
5303,stat
5304,cs
5305,stat
5306,math
5307,cs
5308,cs
5309,math
5310,physics
5311,physics
5312,math
5313,cs
5314,stat
5315,cs
5316,stat
5317,physics
5318,physics
5319,physics
5320,physics
5321,math
5322,physics
5323,stat
5324,math
5325,cs
5326,stat
5327,stat
5328,math
5329,physics
5330,math
5331,math
5332,math
5333,physics
5334,physics
5335,math
5336,physics
5337,physics
5338,cs
5339,cs
5340,cs
5341,physics
5342,stat
5343,math
5344,math
5345,stat
5346,math
5347,cs
5348,math
5349,physics
5350,math
5351,math
5352,physics
5353,math
5354,math
5355,physics
5356,physics
5357,cs
5358,math
5359,cs
5360,math
5361,stat
5362,math
5363,math
5364,math
5365,math
5366,cs
5367,physics
5368,physics
5369,physics
5370,math
5371,physics
5372,cs
5373,physics
5374,math
5375,stat
5376,stat
5377,cs
5378,stat
5379,stat
5380,cs
5381,physics
5382,stat
5383,math
5384,stat
5385,stat
5386,cs
5387,stat
5388,physics
5389,cs
5390,physics
5391,cs
5392,cs
5393,math
5394,physics
5395,cs
5396,physics
5397,physics
5398,cs
5399,physics
5400,physics
5401,math
5402,cs
5403,cs
5404,math
5405,cs
5406,cs
5407,stat
5408,physics
5409,physics
5410,math
5411,stat
5412,stat
5413,math
5414,stat
5415,physics
5416,math
5417,cs
5418,cs
5419,cs
5420,physics
5421,cs
5422,cs
5423,stat
5424,math
5425,stat
5426,cs
5427,physics
5428,cs
5429,math
5430,physics
5431,physics
5432,math
5433,math
5434,math
5435,physics
5436,math
5437,stat
5438,physics
5439,physics
5440,cs
5441,stat
5442,cs
5443,cs
5444,math
5445,cs
5446,physics
5447,cs
5448,physics
5449,math
5450,stat
5451,stat
5452,math
5453,cs
5454,stat
5455,math
5456,physics
5457,cs
5458,math
5459,stat
5460,cs
5461,physics
5462,cs
5463,physics
5464,cs
5465,math
5466,physics
5467,stat
5468,physics
5469,stat
5470,math
5471,stat
5472,math
5473,physics
5474,math
5475,cs
5476,physics
5477,physics
5478,cs
5479,cs
5480,physics
5481,math
5482,math
5483,math
5484,physics
5485,math
5486,physics
5487,stat
5488,stat
5489,cs
5490,math
5491,math
5492,physics
5493,physics
5494,cs
5495,cs
5496,math
5497,cs
5498,cs
5499,physics
5500,physics
5501,cs
5502,cs
5503,cs
5504,stat
5505,math
5506,cs
5507,math
5508,physics
5509,math
5510,physics
5511,cs
5512,math
5513,math
5514,math
5515,cs
5516,math
5517,stat
5518,physics
5519,math
5520,math
5521,math
5522,physics
5523,math
5524,stat
5525,cs
5526,cs
5527,math
5528,cs
5529,math
5530,cs
5531,cs
5532,cs
5533,cs
5534,cs
5535,physics
5536,cs
5537,cs
5538,cs
5539,math
5540,physics
5541,math
5542,math
5543,stat
5544,physics
5545,stat
5546,physics
5547,cs
5548,physics
5549,cs
5550,math
5551,cs
5552,stat
5553,math
5554,cs
5555,physics
5556,math
5557,stat
5558,stat
5559,cs
5560,physics
5561,cs
5562,physics
5563,physics
5564,cs
5565,math
5566,cs
5567,cs
5568,stat
5569,stat
5570,cs
5571,math
5572,math
5573,cs
5574,math
5575,cs
5576,math
5577,stat
5578,physics
5579,stat
5580,stat
5581,physics
5582,math
5583,cs
5584,math
5585,math
5586,stat
5587,physics
5588,physics
5589,cs
5590,math
5591,cs
5592,cs
5593,cs
5594,math
5595,stat
5596,cs
5597,physics
5598,math
5599,cs
5600,physics
5601,stat
5602,cs
5603,math
5604,physics
5605,stat
5606,cs
5607,math
5608,stat
5609,stat
5610,math
5611,physics
5612,math
5613,math
5614,math
5615,physics
5616,physics
5617,cs
5618,math
5619,stat
5620,math
5621,stat
5622,cs
5623,stat
5624,physics
5625,math
5626,math
5627,math
5628,cs
5629,physics
5630,math
5631,math
5632,physics
5633,cs
5634,stat
5635,math
5636,cs
5637,math
5638,math
5639,stat
5640,cs
5641,physics
5642,cs
5643,cs
5644,physics
5645,stat
5646,math
5647,cs
5648,cs
5649,cs
5650,stat
5651,physics
5652,stat
5653,stat
5654,physics
5655,cs
5656,cs
5657,physics
5658,cs
5659,physics
5660,math
5661,math
5662,cs
5663,stat
5664,cs
5665,cs
5666,math
5667,cs
5668,cs
5669,cs
5670,math
5671,cs
5672,math
5673,physics
5674,math
5675,physics
5676,math
5677,physics
5678,cs
5679,math
5680,stat
5681,cs
5682,physics
5683,physics
5684,physics
5685,cs
5686,physics
5687,physics
5688,math
5689,math
5690,math
5691,stat
5692,physics
5693,stat
5694,cs
5695,physics
5696,stat
5697,math
5698,cs
5699,math
5700,stat
5701,math
5702,physics
5703,math
5704,cs
5705,cs
5706,cs
5707,cs
5708,math
5709,cs
5710,math
5711,stat
5712,cs
5713,physics
5714,physics
5715,stat
5716,physics
5717,math
5718,physics
5719,stat
5720,physics
5721,stat
5722,physics
5723,cs
5724,math
5725,cs
5726,physics
5727,physics
5728,physics
5729,math
5730,cs
5731,stat
5732,physics
5733,stat
5734,stat
5735,cs
5736,cs
5737,stat
5738,math
5739,cs
5740,cs
5741,cs
5742,cs
5743,cs
5744,cs
5745,physics
5746,math
5747,math
5748,cs
5749,stat
5750,math
5751,stat
5752,physics
5753,math
5754,math
5755,math
5756,stat
5757,cs
5758,stat
5759,physics
5760,cs
5761,cs
5762,physics
5763,physics
5764,physics
5765,physics
5766,cs
5767,math
5768,math
5769,math
5770,cs
5771,stat
5772,math
5773,math
5774,cs
5775,math
5776,math
5777,stat
5778,physics
5779,physics
5780,math
5781,stat
5782,cs
5783,cs
5784,math
5785,stat
5786,math
5787,physics
5788,cs
5789,cs
5790,cs
5791,math
5792,math
5793,stat
5794,stat
5795,cs
5796,math
5797,cs
5798,math
5799,cs
5800,math
5801,stat
5802,cs
5803,math
5804,math
5805,physics
5806,math
5807,cs
5808,math
5809,stat
5810,physics
5811,math
5812,stat
5813,math
5814,stat
5815,cs
5816,cs
5817,stat
5818,stat
5819,physics
5820,cs
5821,math
5822,math
5823,cs
5824,cs
5825,math
5826,cs
5827,stat
5828,cs
5829,physics
5830,math
5831,physics
5832,cs
5833,physics
5834,math
5835,stat
5836,stat
5837,cs
5838,physics
5839,physics
5840,math
5841,cs
5842,cs
5843,cs
5844,cs
5845,cs
5846,cs
5847,physics
5848,physics
5849,physics
5850,physics
5851,physics
5852,physics
5853,physics
5854,math
5855,physics
5856,math
5857,cs
5858,cs
5859,math
5860,physics
5861,physics
5862,physics
5863,physics
5864,physics
5865,stat
5866,math
5867,physics
5868,physics
5869,physics
5870,cs
5871,math
5872,stat
5873,physics
5874,cs
5875,physics
5876,stat
5877,cs
5878,cs
5879,cs
5880,math
5881,math
5882,math
5883,cs
5884,stat
5885,math
5886,cs
5887,physics
5888,cs
5889,stat
5890,cs
5891,math
5892,physics
5893,stat
5894,math
5895,math
5896,math
5897,physics
5898,cs
5899,cs
5900,cs
5901,physics
5902,stat
5903,math
5904,physics
5905,cs
5906,math
5907,cs
5908,math
5909,stat
5910,math
5911,math
5912,cs
5913,stat
5914,stat
5915,cs
5916,stat
5917,physics
5918,math
5919,math
5920,math
5921,physics
5922,math
5923,physics
5924,stat
5925,stat
5926,cs
5927,math
5928,physics
5929,cs
5930,stat
5931,cs
5932,physics
5933,cs
5934,math
5935,cs
5936,math
5937,stat
5938,cs
5939,cs
5940,math
5941,physics
5942,stat
5943,math
5944,cs
5945,cs
5946,cs
5947,cs
5948,math
5949,stat
5950,physics
5951,stat
5952,math
5953,cs
5954,cs
5955,stat
5956,math
5957,stat
5958,cs
5959,math
5960,physics
5961,cs
5962,math
5963,cs
5964,physics
5965,cs
5966,stat
5967,physics
5968,cs
5969,physics
5970,cs
5971,stat
5972,physics
5973,math
5974,stat
5975,math
5976,stat
5977,cs
5978,stat
5979,math
5980,stat
5981,math
5982,math
5983,cs
5984,stat
5985,cs
5986,stat
5987,cs
5988,math
5989,physics
5990,physics
5991,physics
5992,stat
5993,stat
5994,math
5995,cs
5996,cs
5997,stat
5998,math
5999,cs
6000,cs
6001,physics
6002,cs
6003,physics
6004,cs
6005,math
6006,physics
6007,cs
6008,math
6009,math
6010,physics
6011,stat
6012,stat
6013,stat
6014,math
6015,math
6016,cs
6017,cs
6018,stat
6019,physics
6020,physics
6021,physics
6022,physics
6023,math
6024,cs
6025,cs
6026,physics
6027,physics
6028,stat
6029,stat
6030,cs
6031,physics
6032,cs
6033,physics
6034,physics
6035,cs
6036,stat
6037,math
6038,math
6039,cs
6040,physics
6041,physics
6042,physics
6043,math
6044,cs
6045,physics
6046,physics
6047,physics
6048,cs
6049,cs
6050,math
6051,cs
6052,cs
6053,physics
6054,cs
6055,cs
6056,math
6057,physics
6058,physics
6059,cs
6060,stat
6061,physics
6062,physics
6063,math
6064,physics
6065,math
6066,math
6067,cs
6068,stat
6069,cs
6070,cs
6071,math
6072,cs
6073,physics
6074,cs
6075,cs
6076,cs
6077,cs
6078,cs
6079,physics
6080,math
6081,physics
6082,cs
6083,cs
6084,cs
6085,math
6086,stat
6087,cs
6088,cs
6089,math
6090,stat
6091,math
6092,cs
6093,stat
6094,stat
6095,cs
6096,cs
6097,cs
6098,cs
6099,physics
6100,cs
6101,stat
6102,math
6103,cs
6104,stat
6105,cs
6106,physics
6107,math
6108,math
6109,cs
6110,stat
6111,stat
6112,math
6113,math
6114,math
6115,cs
6116,physics
6117,cs
6118,cs
6119,physics
6120,cs
6121,stat
6122,math
6123,cs
6124,physics
6125,cs
6126,cs
6127,stat
6128,stat
6129,math
6130,cs
6131,cs
6132,cs
6133,math
6134,cs
6135,cs
6136,math
6137,physics
6138,stat
6139,stat
6140,math
6141,cs
6142,math
6143,math
6144,stat
6145,cs
6146,stat
6147,stat
6148,math
6149,stat
6150,cs
6151,math
6152,physics
6153,math
6154,stat
6155,stat
6156,stat
6157,physics
6158,cs
6159,cs
6160,cs
6161,stat
6162,cs
6163,cs
6164,cs
6165,stat
6166,math
6167,math
6168,cs
6169,cs
6170,math
6171,cs
6172,math
6173,math
6174,math
6175,cs
6176,cs
6177,physics
6178,stat
6179,physics
6180,stat
6181,cs
6182,math
6183,physics
6184,math
6185,physics
6186,stat
6187,cs
6188,math
6189,math
6190,math
6191,math
6192,math
6193,cs
6194,stat
6195,physics
6196,math
6197,math
6198,cs
6199,physics
6200,math
6201,physics
6202,math
6203,stat
6204,stat
6205,stat
6206,stat
6207,math
6208,math
6209,physics
6210,cs
6211,stat
6212,cs
6213,physics
6214,cs
6215,cs
6216,stat
6217,stat
6218,stat
6219,cs
6220,physics
6221,physics
6222,math
6223,math
6224,stat
6225,math
6226,math
6227,math
6228,stat
6229,cs
6230,cs
6231,cs
6232,cs
6233,math
6234,cs
6235,math
6236,math
6237,stat
6238,math
6239,math
6240,physics
6241,physics
6242,cs
6243,cs
6244,cs
6245,math
6246,cs
6247,physics
6248,cs
6249,cs
6250,math
6251,cs
6252,math
6253,physics
6254,stat
6255,math
6256,physics
6257,stat
6258,math
6259,physics
6260,physics
6261,cs
6262,cs
6263,math
6264,physics
6265,math
6266,stat
6267,cs
6268,stat
6269,math
6270,math
6271,cs
6272,math
6273,math
6274,stat
6275,cs
6276,math
6277,cs
6278,math
6279,physics
6280,physics
6281,physics
6282,cs
6283,cs
6284,cs
6285,cs
6286,math
6287,cs
6288,cs
6289,physics
6290,cs
6291,cs
6292,cs
6293,stat
6294,math
6295,math
6296,physics
6297,math
6298,physics
6299,physics
6300,cs
6301,stat
6302,math
6303,math
6304,cs
6305,math
6306,stat
6307,stat
6308,math
6309,physics
6310,math
6311,stat
6312,stat
6313,stat
6314,stat
6315,math
6316,math
6317,stat
6318,cs
6319,math
6320,cs
6321,physics
6322,math
6323,cs
6324,cs
6325,physics
6326,stat
6327,physics
6328,math
6329,cs
6330,cs
6331,physics
6332,stat
6333,physics
6334,math
6335,cs
6336,math
6337,cs
6338,cs
6339,math
6340,cs
6341,physics
6342,math
6343,cs
6344,cs
6345,math
6346,math
6347,math
6348,physics
6349,cs
6350,math
6351,cs
6352,physics
6353,physics
6354,cs
6355,cs
6356,cs
6357,cs
6358,cs
6359,cs
6360,physics
6361,math
6362,cs
6363,cs
6364,cs
6365,math
6366,stat
6367,stat
6368,stat
6369,cs
6370,physics
6371,cs
6372,stat
6373,cs
6374,math
6375,cs
6376,physics
6377,cs
6378,physics
6379,cs
6380,math
6381,cs
6382,stat
6383,cs
6384,cs
6385,math
6386,cs
6387,math
6388,math
6389,cs
6390,stat
6391,stat
6392,cs
6393,cs
6394,math
6395,physics
6396,physics
6397,physics
6398,physics
6399,physics
6400,math
6401,cs
6402,math
6403,physics
6404,physics
6405,physics
6406,math
6407,math
6408,physics
6409,math
6410,stat
6411,math
6412,stat
6413,cs
6414,stat
6415,physics
6416,physics
6417,stat
6418,cs
6419,math
6420,stat
6421,math
6422,math
6423,stat
6424,physics
6425,cs
6426,cs
6427,math
6428,cs
6429,cs
6430,physics
6431,stat
6432,math
6433,math
6434,math
6435,math
6436,cs
6437,physics
6438,stat
6439,physics
6440,cs
6441,physics
6442,stat
6443,stat
6444,stat
6445,math
6446,physics
6447,cs
6448,math
6449,math
6450,cs
6451,physics
6452,cs
6453,physics
6454,stat
6455,stat
6456,cs
6457,math
6458,math
6459,stat
6460,stat
6461,math
6462,stat
6463,math
6464,cs
6465,math
6466,cs
6467,math
6468,physics
6469,physics
6470,stat
6471,math
6472,math
6473,physics
6474,stat
6475,stat
6476,math
6477,math
6478,cs
6479,stat
6480,physics
6481,physics
6482,cs
6483,physics
6484,cs
6485,math
6486,math
6487,physics
6488,math
6489,math
6490,physics
6491,cs
6492,math
6493,physics
6494,physics
6495,math
6496,cs
6497,math
6498,cs
6499,math
6500,cs
6501,stat
6502,physics
6503,physics
6504,physics
6505,math
6506,physics
6507,physics
6508,cs
6509,math
6510,physics
6511,math
6512,cs
6513,physics
6514,physics
6515,stat
6516,math
6517,physics
6518,physics
6519,math
6520,physics
6521,stat
6522,cs
6523,physics
6524,physics
6525,physics
6526,cs
6527,math
6528,physics
6529,cs
6530,math
6531,math
6532,stat
6533,math
6534,physics
6535,math
6536,cs
6537,math
6538,physics
6539,physics
6540,stat
6541,cs
6542,stat
6543,physics
6544,cs
6545,physics
6546,physics
6547,physics
6548,math
6549,physics
6550,physics
6551,physics
6552,physics
6553,physics
6554,math
6555,cs
6556,physics
6557,physics
6558,math
6559,stat
6560,math
6561,cs
6562,physics
6563,stat
6564,cs
6565,math
6566,math
6567,physics
6568,math
6569,stat
6570,physics
6571,cs
6572,physics
6573,cs
6574,cs
6575,cs
6576,physics
6577,stat
6578,cs
6579,stat
6580,physics
6581,cs
6582,physics
6583,math
6584,math
6585,physics
6586,cs
6587,cs
6588,cs
6589,math
6590,cs
6591,math
6592,stat
6593,physics
6594,stat
6595,stat
6596,cs
6597,math
6598,math
6599,math
6600,math
6601,physics
6602,stat
6603,cs
6604,math
6605,math
6606,cs
6607,physics
6608,stat
6609,math
6610,stat
6611,math
6612,math
6613,cs
6614,math
6615,cs
6616,math
6617,physics
6618,math
6619,physics
6620,cs
6621,cs
6622,physics
6623,physics
6624,cs
6625,cs
6626,math
6627,math
6628,math
6629,cs
6630,math
6631,math
6632,physics
6633,cs
6634,physics
6635,physics
6636,stat
6637,stat
6638,physics
6639,math
6640,cs
6641,cs
6642,math
6643,math
6644,math
6645,math
6646,stat
6647,stat
6648,cs
6649,physics
6650,cs
6651,cs
6652,math
6653,math
6654,math
6655,math
6656,physics
6657,math
6658,stat
6659,math
6660,cs
6661,stat
6662,math
6663,cs
6664,stat
6665,physics
6666,cs
6667,cs
6668,stat
6669,stat
6670,math
6671,math
6672,math
6673,cs
6674,cs
6675,math
6676,stat
6677,math
6678,cs
6679,math
6680,stat
6681,cs
6682,math
6683,math
6684,physics
6685,math
6686,cs
6687,cs
6688,cs
6689,math
6690,cs
6691,math
6692,math
6693,math
6694,physics
6695,math
6696,cs
6697,cs
6698,math
6699,math
6700,cs
6701,cs
6702,cs
6703,math
6704,cs
6705,math
6706,physics
6707,physics
6708,physics
6709,cs
6710,stat
6711,math
6712,cs
6713,physics
6714,physics
6715,physics
6716,physics
6717,physics
6718,cs
6719,math
6720,cs
6721,cs
6722,cs
6723,cs
6724,math
6725,math
6726,cs
6727,cs
6728,stat
6729,stat
6730,math
6731,cs
6732,math
6733,stat
6734,math
6735,math
6736,physics
6737,stat
6738,cs
6739,math
6740,cs
6741,cs
6742,cs
6743,physics
6744,physics
6745,math
6746,math
6747,math
6748,math
6749,cs
6750,cs
6751,math
6752,physics
6753,cs
6754,cs
6755,cs
6756,cs
6757,physics
6758,physics
6759,math
6760,stat
6761,cs
6762,stat
6763,math
6764,stat
6765,physics
6766,stat
6767,stat
6768,stat
6769,cs
6770,math
6771,math
6772,physics
6773,cs
6774,math
6775,math
6776,math
6777,math
6778,math
6779,math
6780,cs
6781,cs
6782,cs
6783,math
6784,physics
6785,cs
6786,cs
6787,stat
6788,stat
6789,math
6790,cs
6791,cs
6792,cs
6793,math
6794,math
6795,math
6796,math
6797,math
6798,physics
6799,math
6800,math
6801,stat
6802,cs
6803,math
6804,math
6805,cs
6806,cs
6807,stat
6808,physics
6809,math
6810,physics
6811,stat
6812,stat
6813,physics
6814,math
6815,math
6816,physics
6817,math
6818,stat
6819,math
6820,physics
6821,stat
6822,math
6823,math
6824,cs
6825,cs
6826,cs
6827,cs
6828,cs
6829,physics
6830,math
6831,stat
6832,physics
6833,stat
6834,stat
6835,cs
6836,math
6837,stat
6838,cs
6839,math
6840,cs
6841,physics
6842,cs
6843,stat
6844,math
6845,physics
6846,physics
6847,math
6848,math
6849,cs
6850,cs
6851,cs
6852,stat
6853,stat
6854,stat
6855,math
6856,cs
6857,math
6858,cs
6859,cs
6860,math
6861,physics
6862,physics
6863,stat
6864,cs
6865,math
6866,cs
6867,math
6868,cs
6869,cs
6870,physics
6871,math
6872,physics
6873,math
6874,math
6875,cs
6876,cs
6877,physics
6878,cs
6879,cs
6880,cs
6881,cs
6882,math
6883,physics
6884,math
6885,physics
6886,cs
6887,math
6888,physics
6889,cs
6890,cs
6891,cs
6892,cs
6893,cs
6894,math
6895,physics
6896,cs
6897,stat
6898,math
6899,math
6900,cs
6901,stat
6902,cs
6903,cs
6904,physics
6905,stat
6906,math
6907,math
6908,physics
6909,cs
6910,math
6911,cs
6912,cs
6913,stat
6914,math
6915,physics
6916,stat
6917,physics
6918,stat
6919,cs
6920,physics
6921,physics
6922,physics
6923,math
6924,stat
6925,stat
6926,math
6927,cs
6928,cs
6929,physics
6930,math
6931,math
6932,stat
6933,math
6934,physics
6935,physics
6936,math
6937,cs
6938,stat
6939,physics
6940,math
6941,cs
6942,physics
6943,cs
6944,cs
6945,cs
6946,stat
6947,cs
6948,cs
6949,stat
6950,cs
6951,physics
6952,cs
6953,math
6954,math
6955,math
6956,stat
6957,cs
6958,stat
6959,stat
6960,physics
6961,math
6962,math
6963,math
6964,cs
6965,cs
6966,stat
6967,physics
6968,physics
6969,cs
6970,cs
6971,cs
6972,stat
6973,math
6974,physics
6975,cs
6976,stat
6977,math
6978,cs
6979,math
6980,cs
6981,math
6982,cs
6983,physics
6984,math
6985,physics
6986,physics
6987,math
6988,math
6989,stat
6990,stat
6991,math
6992,cs
6993,cs
6994,math
6995,math
6996,math
6997,stat
6998,cs
6999,cs
7000,physics
7001,physics
7002,stat
7003,physics
7004,cs
7005,math
7006,math
7007,cs
7008,stat
7009,physics
7010,physics
7011,stat
7012,cs
7013,math
7014,math
7015,physics
7016,math
7017,math
7018,stat
7019,physics
7020,math
7021,cs
7022,math
7023,math
7024,cs
7025,cs
7026,cs
7027,cs
7028,physics
7029,cs
7030,math
7031,cs
7032,stat
7033,cs
7034,cs
7035,math
7036,math
7037,math
7038,math
7039,physics
7040,math
7041,math
7042,cs
7043,stat
7044,math
7045,cs
7046,physics
7047,cs
7048,math
7049,stat
7050,cs
7051,stat
7052,stat
7053,cs
7054,physics
7055,math
7056,cs
7057,cs
7058,cs
7059,cs
7060,stat
7061,physics
7062,stat
7063,math
7064,physics
7065,cs
7066,cs
7067,cs
7068,physics
7069,math
7070,cs
7071,math
7072,cs
7073,stat
7074,math
7075,math
7076,cs
7077,cs
7078,math
7079,stat
7080,physics
7081,math
7082,math
7083,stat
7084,physics
7085,math
7086,cs
7087,cs
7088,stat
7089,physics
7090,stat
7091,math
7092,math
7093,math
7094,math
7095,math
7096,math
7097,physics
7098,math
7099,physics
7100,cs
7101,cs
7102,stat
7103,stat
7104,cs
7105,physics
7106,cs
7107,cs
7108,math
7109,physics
7110,cs
7111,physics
7112,math
7113,physics
7114,cs
7115,math
7116,math
7117,stat
7118,stat
7119,physics
7120,math
7121,physics
7122,cs
7123,stat
7124,cs
7125,physics
7126,cs
7127,cs
7128,math
7129,math
7130,physics
7131,math
7132,stat
7133,stat
7134,stat
7135,physics
7136,cs
7137,cs
7138,physics
7139,cs
7140,cs
7141,math
7142,stat
7143,cs
7144,math
7145,cs
7146,cs
7147,physics
7148,math
7149,math
7150,cs
7151,cs
7152,math
7153,physics
7154,cs
7155,physics
7156,physics
7157,stat
7158,math
7159,stat
7160,stat
7161,physics
7162,math
7163,stat
7164,cs
7165,math
7166,physics
7167,stat
7168,physics
7169,stat
7170,stat
7171,cs
7172,cs
7173,physics
7174,physics
7175,stat
7176,cs
7177,cs
7178,math
7179,math
7180,stat
7181,cs
7182,physics
7183,math
7184,math
7185,stat
7186,cs
7187,cs
7188,math
7189,math
7190,physics
7191,physics
7192,math
7193,stat
7194,physics
7195,cs
7196,cs
7197,cs
7198,physics
7199,math
7200,cs
7201,math
7202,cs
7203,math
7204,math
7205,cs
7206,stat
7207,math
7208,physics
7209,cs
7210,physics
7211,stat
7212,physics
7213,cs
7214,math
7215,stat
7216,stat
7217,math
7218,stat
7219,cs
7220,stat
7221,cs
7222,cs
7223,physics
7224,physics
7225,physics
7226,math
7227,math
7228,math
7229,math
7230,math
7231,physics
7232,stat
7233,cs
7234,stat
7235,stat
7236,math
7237,physics
7238,cs
7239,math
7240,math
7241,physics
7242,stat
7243,physics
7244,physics
7245,physics
7246,physics
7247,math
7248,physics
7249,cs
7250,cs
7251,stat
7252,cs
7253,math
7254,physics
7255,cs
7256,math
7257,stat
7258,stat
7259,physics
7260,math
7261,math
7262,math
7263,stat
7264,cs
7265,stat
7266,math
7267,physics
7268,cs
7269,cs
7270,math
7271,stat
7272,stat
7273,stat
7274,math
7275,stat
7276,math
7277,physics
7278,stat
7279,physics
7280,cs
7281,physics
7282,stat
7283,math
7284,math
7285,cs
7286,math
7287,physics
7288,stat
7289,cs
7290,cs
7291,physics
7292,math
7293,cs
7294,math
7295,stat
7296,stat
7297,math
7298,physics
7299,math
7300,cs
7301,math
7302,physics
7303,math
7304,math
7305,cs
7306,cs
7307,cs
7308,stat
7309,cs
7310,physics
7311,math
7312,cs
7313,math
7314,math
7315,math
7316,math
7317,physics
7318,math
7319,math
7320,physics
7321,cs
7322,cs
7323,cs
7324,cs
7325,math
7326,stat
7327,cs
7328,stat
7329,cs
7330,cs
7331,math
7332,math
7333,math
7334,math
7335,cs
7336,math
7337,physics
7338,cs
7339,cs
7340,physics
7341,cs
7342,physics
7343,cs
7344,stat
7345,cs
7346,cs
7347,math
7348,cs
7349,cs
7350,math
7351,cs
7352,cs
7353,stat
7354,stat
7355,cs
7356,stat
7357,math
7358,cs
7359,cs
7360,cs
7361,math
7362,stat
7363,math
7364,cs
7365,stat
7366,cs
7367,math
7368,cs
7369,math
7370,stat
7371,cs
7372,stat
7373,physics
7374,cs
7375,cs
7376,math
7377,cs
7378,physics
7379,math
7380,physics
7381,math
7382,cs
7383,math
7384,math
7385,physics
7386,stat
7387,cs
7388,cs
7389,math
7390,stat
7391,math
7392,cs
7393,stat
7394,physics
7395,physics
7396,cs
7397,math
7398,math
7399,physics
7400,cs
7401,math
7402,cs
7403,math
7404,physics
7405,cs
7406,physics
7407,math
7408,cs
7409,math
7410,cs
7411,cs
7412,cs
7413,math
7414,physics
7415,physics
7416,cs
7417,math
7418,physics
7419,cs
7420,physics
7421,cs
7422,physics
7423,physics
7424,physics
7425,physics
7426,cs
7427,stat
7428,cs
7429,physics
7430,math
7431,math
7432,math
7433,math
7434,cs
7435,cs
7436,physics
7437,physics
7438,stat
7439,stat
7440,stat
7441,cs
7442,physics
7443,physics
7444,cs
7445,math
7446,math
7447,math
7448,cs
7449,stat
7450,math
7451,physics
7452,math
7453,physics
7454,cs
7455,stat
7456,cs
7457,cs
7458,physics
7459,math
7460,cs
7461,physics
7462,cs
7463,cs
7464,math
7465,physics
7466,cs
7467,stat
7468,physics
7469,physics
7470,stat
7471,stat
7472,physics
7473,physics
7474,stat
7475,physics
7476,math
7477,stat
7478,physics
7479,physics
7480,cs
7481,math
7482,physics
7483,math
7484,math
7485,physics
7486,stat
7487,physics
7488,math
7489,cs
7490,physics
7491,math
7492,math
7493,cs
7494,math
7495,cs
7496,math
7497,physics
7498,cs
7499,math
7500,stat
7501,physics
7502,stat
7503,stat
7504,physics
7505,math
7506,math
